Class Name,Unique,Day,Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
E S  260 SERVICE LEARNING FOR ENGINEERS         ,13740,TH,3:30 p.m.-5:30 p.m.,,Face-to-face,"CRAWFORD, RICHARD H",open; reserved,,
ECE  107H ENGINEERING LEADERSHIP: HONORS         ,16600,TH,3:30 p.m.-4:30 p.m.,EER 1.516,Face-to-face,"TELANG, NINA K",open,,
FIN  395 10-EMPIRICAL METHS IN CORP FIN         ,03770,TH,3:30 p.m.-6:30 p.m.,CBA 4.342,Face-to-face,"FRACASSI, CESARE",open,,
GEO  110T GEOSCI MATH TUTORIAL         ,26845,TH,3:30 p.m.-4:30 p.m.,JGB 3.120,Face-to-face,"LAVIER, LUC L",open,,
HIS  385P INTRO TO PUBLIC HISTORY         ,38330,TH,3:30 p.m.-6:30 p.m.,GAR 1.122,Face-to-face,"MARTINEZ, MONICA MUNOZ",open,,
I B  385E STUDIES GLBL MAN/BUSN PRAC-KOR         ,02994,TH,3:30 p.m.-6:30 p.m.,RRH 3.414,Face-to-face,"KELM, ORLANDO R",open,,
INF  385C HUMAN-COMPUTER INTERACTION         ,27680,TH,3:30 p.m.-6:30 p.m.,UTA 1.208,Face-to-face,"MCQUAID, MICHAEL",open; reserved,,
INF  385T 1-PRESENTING INFORMATION         ,27770,TH,3:30 p.m.-6:30 p.m.,UTA 1.212,Face-to-face,"ELLIOTT, MYCAL",open; reserved,,
INF  398T SUPERVISED TEACHING IN INF         ,27880,TH,3:30 p.m.-6:30 p.m.,UTA 1.204,Face-to-face,"GOMEZ-CRUZ, EDGAR",open; reserved,,
IRG  378 CAPSTONE RESEARCH IN IRG         ,29820,TH,3:30 p.m.-6:30 p.m.,BEN 1.104,Face-to-face,"MOSSER, MICHAEL WILLIAM",closed,Independent InquiryWriting,
LAR  385 DISAST/RESILNCE: PLAN/RESPONSE         ,01625,TH,3:30 p.m.-6:30 p.m.,WMB 5.112,Face-to-face,"PATERSON, ROBERT G",open; reserved,,
LAS  391 VIOLENCE/SOVEREIGNTY/RELIG         ,38715,TH,3:30 p.m.-6:30 p.m.,BUR 554,Face-to-face,"CROSSON, JONATHAN",open,,
LAW  384G CORPORATE GOVERNANCE         ,28225,TH,3:30 p.m.-6:30 p.m.,RRH 4.416,Face-to-face,"CUNNINGHAM, WILLIAM H",open; reserved,,
M S  000 LEADERSHIP LABORATORY         ,40070,TH,3:30 p.m.-6:30 p.m.,MEZ 1.306,Face-to-face,"JONES, TIMOTHY M",open,,
MAN  385 LEADING INNOVATION AND CHANGE         ,05690,TH,3:30 p.m.-6:30 p.m.,RRH 5.402,Face-to-face,"DAVERN, ALEX",open; reserved,,
MAN  385 LEADING WITH COGNITIVE AGILITY         ,05694,TH,3:30 p.m.-6:30 p.m.,RRH 3.402,Face-to-face,"PATIL, SHEFALI V",open; reserved,,
MAN  385 PERF AND SPORTS ANALYTICS         ,05715,TH,3:30 p.m.-6:30 p.m.,RRH 4.314,Face-to-face,"FINK, JOSHUA J",open; reserved,,
MAN  385 62-CORPORATE GOVERNANCE         ,05755,TH,3:30 p.m.-6:30 p.m.,RRH 4.416,Face-to-face,"CUNNINGHAM, WILLIAM H",open; reserved,,
MAN  393 2-CONTEMP ISSUES IN STRAT MGMT         ,05815,TH,3:30 p.m.-6:30 p.m.,RRH 2.238,Face-to-face,"POLIDORO, FRANCISCO JR",open,,
MKT  382 31-CORPORATE GOVERNANCE         ,06205,TH,3:30 p.m.-6:30 p.m.,RRH 4.416,Face-to-face,"CUNNINGHAM, WILLIAM H",open; reserved,,
MUS  259C CHAMBER MUSIC: BRASS         ,22450,TH,3:30 p.m.-5:30 p.m.,MRH 2.114,Face-to-face,,open; reserved,Independent Inquiry,
MUS  281C CHAMBER MUSIC: BRASS         ,22740,TH,3:30 p.m.-5:30 p.m.,MRH 2.114,Face-to-face,,open; reserved,,
P A  388K PLANNING FOR DISASTER         ,59545,TH,3:30 p.m.-6:30 p.m.,WMB 5.112,Face-to-face,"PATERSON, ROBERT G",open; reserved,,
P R  348S THE BUSINESS OF SPORTS MEDIA         ,07625,TH,3:30 p.m.-6:30 p.m.,BUR 224,Face-to-face,"PANNES, MARK STEPHEN",open,,
PGS  383M HLTH INNOVATN ENTREPRENRSHP-WB         ,58005,TH,3:30 p.m.-6:00 p.m.,,Internet,"WALKOW, JANET CVISWANATHAN, ROOPA N",open,,
"PHL  383 LIES, SECRETS, AND DECEPTION         ",40750,TH,3:30 p.m.-6:30 p.m.,WAG 310,Face-to-face,"SORENSEN, ROY",open,,
PHM  383M HLTH INNOVATN ENTREPRENRSHP-WB         ,58600,TH,3:30 p.m.-6:00 p.m.,,Internet,"WALKOW, JANET CVISWANATHAN, ROOPA N",open,,
R S  383C VIOLENCE/SOVEREIGNTY/RELIG         ,41835,TH,3:30 p.m.-6:30 p.m.,BUR 554,Face-to-face,"CROSSON, JONATHAN",open,,
SLH  175N DEAF EDUCATION SEMINAR         ,10025,TH,3:30 p.m.-4:30 p.m.,,Face-to-face,"WYNNE, MICHAEL FRANCIS JR",open,,
SOC  394K 2-CONTEMPORARY SOCIAL THEORY         ,43410,TH,3:30 p.m.-6:30 p.m.,RLP 3.106,Face-to-face,"ADUT, ARI",open; reserved,,
SOC  397D PUBLISHING PAPERS IN SOCIOLOGY         ,43430,TH,3:30 p.m.-6:30 p.m.,RLP 1.302F,Face-to-face,"UMBERSON, DEBRA J",open,,
UGS  016T TRANSFER INTEREST GRP SEM-COLA         ,62049,TH,3:30 p.m.-4:30 p.m.,MEZ 2.118,Face-to-face,"HOWELL, JERAMY C",open,,
UGS  016T TRANSFER INTEREST GRP SEM-EDU         ,62055,TH,3:30 p.m.-4:30 p.m.,SZB 2.418,Face-to-face,"BOUJEMAA, EMILY",open,,
EER  194 I-35/FUTURE OF AUSTIN: WKSHOP         ,26370,THF,3:45 p.m.-5:45 p.m.1:00 p.m.-4:00 p.m.,TNH 3.127TNH 3.127,Face-to-face,"COHEN, JANE M",cancelled,,
LAW  381J NEGOTIATION         ,28120,TH,3:45 p.m.-6:45 p.m.,JON 5.206,Face-to-face,"LASS, JONATHAN E",open; reserved,,
LAW  289J DOMESTIC VIOLENCE AND THE LAW         ,28409,TH,3:45 p.m.-5:45 p.m.,TNH 3.125,Face-to-face,"BLAKE, BRONWYN",open; reserved,,
LAW  196V I-35/FUTURE OF AUSTIN: WKSHOP         ,28590,THF,3:45 p.m.-5:45 p.m.1:00 p.m.-4:00 p.m.,TNH 3.127TNH 3.127,Face-to-face,"COHEN, JANE M",cancelled,,
LAW  296V TECHNOLOGY TRANSACTIONS         ,28630,TH,3:45 p.m.-5:45 p.m.,TNH 3.126,Face-to-face,"BARRETT, MICHAELREITER, DAVID",open; reserved,,
LAW  396W PARTNERSHIPS/JOINT VENTURES         ,28755,TH,3:45 p.m.-6:45 p.m.,TNH 3.142,Face-to-face,"VAUGHN, LESLIE GILLETTEWITHERS, SARAH K",open; reserved,,
LAW  397S SMNR: BUSINESS LAW WORKSHOP         ,28940,TH,3:45 p.m.-5:45 p.m.,TNH 3.124,Face-to-face,"SPINDLER, JAMES CGANOR, MIRADAMMANN, JENS CHRISTIAN",open; reserved,,
P A  188S I-35/FUTURE OF AUSTIN: WKSHOP         ,59675,THF,3:45 p.m.-5:45 p.m.1:00 p.m.-4:00 p.m.,TNH 3.127TNH 3.127,Face-to-face,"COHEN, JANE M",cancelled,,
ADV  332 TECHNOLOGY MARKETING/ADV         ,06900,TH,4:00 p.m.-7:00 p.m.,DMC 2.106,Hybrid or Blended,"BUNTING, JAMES MARTIN",open,,
ALD  118C MCNAIR GRAD SCHOOL LITERACY         ,10260,TH,4:00 p.m.-5:00 p.m.,GDC 2.502,Face-to-face,"CHAUDHARY, NABEEHA Z",open; reserved,,
ALD  333 CHILDREN'S LITERATURE         ,10415,TH,4:00 p.m.-7:00 p.m.,SZB 1.510,Face-to-face,,open; reserved,,
C S  109 COMPUTER PROGRAMMING: PYTHON         ,50640,TH,4:00 p.m.-5:00 p.m.,GDC 4.304,Face-to-face,"SCOTT, MICHAEL D",open; reserved,,
D S  235 INTRO TO DECISION SCIENCE         ,04240,TH,4:00 p.m.-6:00 p.m.,UTC 3.112,Face-to-face,"GAO, RUI",open; reserved,Quantitative Reasoning,
EDC  380R EDUCATIONAL RESEARCH & DESIGN         ,10825,TH,4:00 p.m.-7:00 p.m.,SZB 4.312,Face-to-face,"PALLAIS-DOWNING, DESIREE",open,,
EDC  380T WRITING: PROCESS AND PEDAGOGY         ,10830,TH,4:00 p.m.-7:00 p.m.,SZB 4.624,Face-to-face,"KIM, GRACE MYHYUN",open,,
EDC  386R INTRO TO QUALITATIVE RESEARCH         ,10870,TH,4:00 p.m.-7:00 p.m.,SZB 3.322,Face-to-face,"GOMEZ MARCHANT, CARLOS NI",open; reserved,,
EDC  390T ISS/STRAT FOR INSTR TECH LEADR         ,10890,TH,4:00 p.m.-7:00 p.m.,SZB 4.502,Face-to-face,"HUGHES, JOAN",open,,
EDP  383F PRACTICUM: LEVEL THREE         ,11810,TH,4:00 p.m.-7:00 p.m.,SZB 5.414,Hybrid or Blended,"O'BLENESS, JESSICA J",open; reserved,,
EDP  384C 4-SCHOOL COUNSELING         ,11815,TH,4:00 p.m.-7:00 p.m.,SZB 4.302,Face-to-face,,open; reserved,,
EER  396 ENERGY FINANCE         ,26380,TH,4:00 p.m.-7:00 p.m.,CPE 3.159,Face-to-face,"MALIK, KRISHAN A",open; reserved,,
ELP  392E PROGRAM EVAL METHODS         ,11290,TH,4:00 p.m.-7:00 p.m.,SZB 3.808,Face-to-face,,open,,
ELP  394K ADV SEM: MEDIA/PR PUBL EDU         ,11355,TH,4:00 p.m.-7:00 p.m.,SZB 5.624,Face-to-face,"DEMATTHEWS, DAVID EDWARD",open,,
ELP  394L SCHOOL LAW         ,11370,TH,4:00 p.m.-7:00 p.m.,SZB 3.222,Face-to-face,"CANTU, NORMA V",open; reserved,,
ELP  395K 22-EDU CRISES/EMERGENCY RESPNS         ,11395,TH,4:00 p.m.-7:00 p.m.,SZB 3.802,Face-to-face,"GOODMAN, MICHAEL A",open,,
ENS  106U ACCOMPANYING: INSTRUMENTAL         ,21550,TH,4:00 p.m.-6:00 p.m.,MRH 5.246,Face-to-face,"WOLF, PATTI",open; reserved,,
HED  178G APPLIED PEER EDUCATION         ,12065,TH,4:00 p.m.-5:30 p.m.,SSB 5.218,Face-to-face,"KARDITZAS, ANGELIQUE",open; reserved,,
ITD  150 STORYTELLING IN DESIGN         ,21273,TH,4:00 p.m.-7:00 p.m.,,Face-to-face,"MARINARO, KATHRYN",open,,
M E  302 INTRO TO ENGR DSGN & GRAPHICS         ,17930,THF,4:00 p.m.-5:00 p.m.8:00 a.m.-12:00 p.m.,PHR 2.108ETC 3.142,Face-to-face,,open; reserved,,
M E  302 INTRO TO ENGR DSGN & GRAPHICS         ,17935,THW,4:00 p.m.-5:00 p.m.1:00 p.m.-5:00 p.m.,PHR 2.108ETC 3.142,Face-to-face,,open; reserved,,
M E  302 INTRO TO ENGR DSGN & GRAPHICS         ,17940,THF,4:00 p.m.-5:00 p.m.1:00 p.m.-5:00 p.m.,PHR 2.108ETC 3.142,Face-to-face,,open; reserved,,
M E  210 ENGINEERING DESIGN GRAPHICS         ,17960,THF,4:00 p.m.-5:00 p.m.8:00 a.m.-12:00 p.m.,PHR 2.108ETC 3.142,Face-to-face,,open; reserved,,
M E  210 ENGINEERING DESIGN GRAPHICS         ,17965,THW,4:00 p.m.-5:00 p.m.1:00 p.m.-5:00 p.m.,PHR 2.108ETC 3.142,Face-to-face,,open; reserved,,
M E  210 ENGINEERING DESIGN GRAPHICS         ,17970,THF,4:00 p.m.-5:00 p.m.1:00 p.m.-5:00 p.m.,PHR 2.108ETC 3.142,Face-to-face,,open; reserved,,
N  354 SPANISH FOR HLTH CARE PROFESNL         ,57100,TH,4:00 p.m.-7:00 p.m.,NUR 1.116,Face-to-face,"FASSNACHT, MARY Q",open; reserved,Cultural Diversity,
N  197D DOCTORAL SEMINAR II         ,57850,TH,4:00 p.m.-6:00 p.m.,NUR 5.154,Face-to-face,"RHEE, HYEKYUN",open,,
O M  235H OPERATIONS MANAGEMENT: HONORS         ,04910,TH,4:00 p.m.-6:00 p.m.,CBA 4.304,Face-to-face,"MORRICE, DOUGLAS J",open; reserved,,
P R  332 TECHNOLOGY MARKETING/ADV         ,07590,TH,4:00 p.m.-7:00 p.m.,DMC 2.106,Hybrid or Blended,"BUNTING, JAMES MARTIN",open,,
PGE  371 ENERGY FINANCE         ,19360,TH,4:00 p.m.-7:00 p.m.,CPE 3.159,Face-to-face,"MALIK, KRISHAN A",open,,
PGE  383 41-ENERGY FINANCE         ,19525,TH,4:00 p.m.-7:00 p.m.,CPE 3.159,Face-to-face,"MALIK, KRISHAN A",open,,
S W  395K EDU CRISES/EMERGENCY RESPONSE         ,60460,TH,4:00 p.m.-7:00 p.m.,SZB 3.802,Face-to-face,"GOODMAN, MICHAEL A",open; reserved,,
SED  380 INTL/COMPARATIVE EDUCATION         ,13415,TH,4:00 p.m.-7:00 p.m.,SZB 4.406,Face-to-face,"COOC, NORTH A",open,,
SED  384 COMMUNICATION INTERVENTION         ,13445,TH,4:00 p.m.-7:00 p.m.,SZB 2.808,Face-to-face,"ESTEP, LAURA KELLEY",open,,
SED  398T COLLEGE TEACHING IN SPEC EDUC         ,13530,TH,4:00 p.m.-7:00 p.m.,SZB 2.814,Face-to-face,"TOSTE, JESSICA R",open,,
STA  235 DATA SCI FOR BUSINESS APPLCTNS         ,05245,TH,4:00 p.m.-6:00 p.m.,UTC 3.104,Face-to-face,"LUCE, HARMONY",open,Quantitative Reasoning,
STA  235 DATA SCI FOR BUSINESS APPLCTNS         ,05250,TH,4:00 p.m.-6:00 p.m.,UTC 3.110,Face-to-face,"MURRAY, JARED SCOTT",open; reserved,Quantitative Reasoning,
LAW  284W ADV LGL WR: PUBLIC INTEREST         ,28264,TH,4:30 p.m.-6:30 p.m.,CCJ 3.306,Face-to-face,,cancelled,,
LAW  296W ANTITRUST/TECHNOLOGY PLATFORMS         ,28674,TH,4:30 p.m.-6:30 p.m.,TNH 3.116,Face-to-face,"VAN WINKLE, KIM M",open; reserved,,
LAW  296W PRCTCL LAWYERING/COUNSELING         ,28695,TH,4:30 p.m.-6:30 p.m.,JON 6.207,Face-to-face,"THOMAS, CASEY Z",open; reserved,,
LAW  296W REENTRY CHALLENGES/PRACTICES         ,28698,TH,4:30 p.m.-6:30 p.m.,JON 6.206,Face-to-face,"GAEBLER, HELEN ANNE",open; reserved,,
LAW  397S SMNR: FEDERAL CRIMINAL LAW         ,28995,TH,4:30 p.m.-6:30 p.m.,JON 6.257,Face-to-face,"PITMAN, ROBERT",open; reserved,,
S W  383T SOCIAL WORK PRACTICE II         ,60245,TH,4:30 p.m.-7:30 p.m.,SSW 2.112,Face-to-face,"BEER, MARY C",open,,
ALD  322 INDIVIDUAL DIFFERENCES         ,10315,TH,5:00 p.m.-8:00 p.m.,UTC 4.110,Face-to-face,"PATTON, JAMES R",open,Cultural Diversity,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49960,THT,5:00 p.m.-6:00 p.m.2:00 p.m.-6:00 p.m.,WEL 2.224NHB 1.102,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49965,THT,5:00 p.m.-6:00 p.m.2:00 p.m.-6:00 p.m.,WEL 2.224NHB 1.106,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49970,THT,5:00 p.m.-6:00 p.m.2:00 p.m.-6:00 p.m.,WEL 2.224NHB 1.110,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49975,THT,5:00 p.m.-6:00 p.m.2:00 p.m.-6:00 p.m.,WEL 2.224NHB 1.116,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49980,THT,5:00 p.m.-6:00 p.m.2:00 p.m.-6:00 p.m.,WEL 2.224NHB 1.118,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49985,THT,5:00 p.m.-6:00 p.m.2:00 p.m.-6:00 p.m.,WEL 2.224NHB 1.124,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49990,THT,5:00 p.m.-6:00 p.m.2:00 p.m.-6:00 p.m.,WEL 2.224NHB 1.126,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,49995,THM,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,,Face-to-face,"FJETLAND, CONRAD R",cancelled,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50000,THM,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,,Face-to-face,"FJETLAND, CONRAD R",cancelled,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50005,THM,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,,Face-to-face,"FJETLAND, CONRAD R",cancelled,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50010,THM,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,,Face-to-face,"FJETLAND, CONRAD R",cancelled,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50015,THM,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,,Face-to-face,"FJETLAND, CONRAD R",cancelled,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50020,THM,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,,Face-to-face,"FJETLAND, CONRAD R",cancelled,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50025,THM,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,,Face-to-face,"FJETLAND, CONRAD R",cancelled,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50030,THT,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,WEL 2.224NHB 1.102,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50035,THT,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,WEL 2.224NHB 1.106,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50040,THT,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,WEL 2.224NHB 1.110,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50045,THT,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,WEL 2.224NHB 1.116,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50050,THT,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,WEL 2.224NHB 1.118,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50055,THT,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,WEL 2.224NHB 1.124,Face-to-face,"FJETLAND, CONRAD R",open,,
CH  220C ORGANIC CHEMISTRY LABORATORY         ,50060,THT,5:00 p.m.-6:00 p.m.6:30 p.m.-10:30 p.m.,WEL 2.224NHB 1.126,Face-to-face,"FJETLAND, CONRAD R",open,,
CRP  390 RACIALIZED URBAN LANDSCAPES         ,01475,TH,5:00 p.m.-8:00 p.m.,WMB 5.102,Face-to-face,"BROWN, TODD LEVON",open; reserved,,
ECO  388E 1-ADV ECONOMETRIC THEORY I         ,33995,TH,5:00 p.m.-8:00 p.m.,BRB 1.120,Face-to-face,"XU, HAIQING",open,,
HDF  378K 9-INTRODUCTION TO CHILD LIFE         ,52190,TH,5:00 p.m.-8:00 p.m.,BUR 130,Face-to-face,"SALDIVAR FITCHPATRICK, CY",open,,
ITD  301D INTRO TO DESIGN THINKING         ,21260,TH,5:00 p.m.-8:00 p.m.,AHG 1.310,Face-to-face,"ALJETS, MYAN",open,,
ITD  310 INTEGRATING DESIGN         ,21280,TH,5:00 p.m.-8:00 p.m.,AHG 1.308,Face-to-face,"HIGGINBOTHAM, DIMITRI",cancelled,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18085,THW,5:00 p.m.-6:00 p.m.10:00 a.m.-12:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18090,THF,5:00 p.m.-6:00 p.m.10:00 a.m.-12:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18095,THT,5:00 p.m.-6:00 p.m.12:00 p.m.-2:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18100,THW,5:00 p.m.-6:00 p.m.12:00 p.m.-2:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18105,THTH,5:00 p.m.-6:00 p.m.12:00 p.m.-2:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18110,THF,5:00 p.m.-6:00 p.m.12:00 p.m.-2:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18115,THW,5:00 p.m.-6:00 p.m.2:00 p.m.-4:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18120,THTH,5:00 p.m.-6:00 p.m.2:00 p.m.-4:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18125,THF,5:00 p.m.-6:00 p.m.4:00 p.m.-6:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18130,THT,5:00 p.m.-6:00 p.m.6:00 p.m.-8:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18135,THW,5:00 p.m.-6:00 p.m.6:00 p.m.-8:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
M E  130L EXPERIMENTAL FLUID MECHANICS         ,18140,THTH,5:00 p.m.-6:00 p.m.6:00 p.m.-8:00 p.m.,CPE 2.208ETC 1.204,Face-to-face,"BEN-YAKAR, ADELA",open; reserved,,
NSC  109 PRFSSNLSM HLTHCRE: CORE COMP         ,46356,TH,5:00 p.m.-6:00 p.m.,WEL 3.320,Hybrid or Blended,"LAUDE, DAVID A",open,,
PHY  105M LAB FOR PHY 302K/303K/317K         ,55545,TH,5:00 p.m.-8:00 p.m.,PMA 8.206,Face-to-face,"LOVERIDGE, ANDREW J",open,,
PHY  105M LAB FOR PHY 302K/303K/317K         ,55550,TH,5:00 p.m.-8:00 p.m.,PMA 8.210,Face-to-face,"LOVERIDGE, ANDREW J",open,,
SLH  390Q BUSINESS APPLICATIONS         ,10120,TH,5:00 p.m.-8:00 p.m.,CMA 6.174,Face-to-face,,open,,
UTL  360 PROBS/PRINS OF SEC EDUC-LOTE         ,30225,THTH,5:00 p.m.-6:30 p.m.6:30 p.m.-8:00 p.m.,RLP 1.104RLP 0.124,Hybrid or Blended,"BIGGERSTAFF HAUG, JULIA AWILSON, NINA CNGUYEN, DAN QUOC",open,,
UTL  360 PROBS/PRINS SEC ED-SOC STUDIES         ,30230,THTH,5:00 p.m.-6:30 p.m.6:30 p.m.-8:00 p.m.,RLP 1.104RLP 0.104,Hybrid or Blended,"BIGGERSTAFF HAUG, JULIA AWILSON, NINA CNGUYEN, DAN QUOC",open,,
UTL  360 PROBS/PRINS SEC EDUC-ENGLISH         ,30235,THTH,5:00 p.m.-6:30 p.m.6:30 p.m.-8:00 p.m.,RLP 1.104RLP 1.102,Hybrid or Blended,"BIGGERSTAFF HAUG, JULIA AWILSON, NINA CNGUYEN, DAN QUOC",open,,
EDC  350 TEAM LEADERSHIP & ORG         ,10540,TH,5:30 p.m.-7:00 p.m.,BEN 1.118,Face-to-face,"CANTU, ALFRED R",open; reserved,,
S W  385R SOCIAL WORK RESEARCH METHODS         ,60295,TH,5:30 p.m.-8:30 p.m.,SSW 2.118,Face-to-face,"CODY, PATRICIA A",open,,
S W  385T ADV INTEG CAPS KNOWL/PRAC-CLIN         ,60330,TH,5:30 p.m.-8:30 p.m.,SSW 2.116,Face-to-face,"WINSTON, CHRISTINE D",open,,
BIO  165U HUMAN SYSTEMS PHYSIO LAB         ,48815,TH,6:00 p.m.-10:00 p.m.,PAI 3.12,Face-to-face,"MACHART, JAN M",open,,
BIO  165U HUMAN SYSTEMS PHYSIO LAB         ,48830,TH,6:00 p.m.-10:00 p.m.,PAI 3.20,Face-to-face,"MACHART, JAN M",open,,
ENS  106T MIDDLE EASTERN ENSEMBLE         ,21545,TH,6:00 p.m.-10:00 p.m.,MRH 2.614,Face-to-face,"SEEMAN, SONIA T",open,Global Cultures,
ENS  186T MIDDLE EASTERN ENSEMBLE         ,21770,TH,6:00 p.m.-10:00 p.m.,MRH 2.614,Face-to-face,"SEEMAN, SONIA T",open,,
ENS  096T MIDDLE EASTERN ENSEMBLE         ,21835,TH,6:00 p.m.-10:00 p.m.,MRH 2.614,Face-to-face,"SEEMAN, SONIA T",open,,
EVS  311 FIELD SMNR IN SUSTAINABILITY         ,26480,THM,6:00 p.m.-7:00 p.m.1:00 p.m.-6:00 p.m.,WAG 420CPE 2.218,Face-to-face,"POTEET, MARY FSHANAHAN, TIMOTHY MICHAEL",open; reserved,,
EVS  311 FIELD SMNR IN SUSTAINABILITY         ,26485,THM,6:00 p.m.-7:00 p.m.1:00 p.m.-6:00 p.m.,WAG 420CPE 2.218,Face-to-face,"POTEET, MARY FSHANAHAN, TIMOTHY MICHAEL",open; reserved,,
MAN  185S LEADING FOR IMPACT-TEMBA         ,05800,TH,6:00 p.m.-9:15 p.m.,RRH 4.408,Face-to-face,"MCDERMOTT, ANGELA G",open; reserved,,
MKT  337N INTRO TO MRKTNG IN NEW YORK         ,05970,TH,6:00 p.m.-9:00 p.m.,,Face-to-face,"SALVATO, ED",open; reserved,,
PHM  380T GLOBAL HEALTH         ,58485,TH,6:00 p.m.-9:00 p.m.,PHR 2.108,Face-to-face,"BREWSTER, JOSEPH",open; reserved,,
PHM  380T GLOBAL HEALTH-S A         ,58490,TH,6:00 p.m.-9:00 p.m.,,Two-way Interactive Video,"BREWSTER, JOSEPH",open,,
ECE  382M 11-VERIFICATION OF DIGITAL SYS         ,17354,TH,6:30 p.m.-9:30 p.m.,ECJ 1.314,Face-to-face,"FARKASH, MONICA C",open,,
INF  384C ORGANIZING INFORMATION         ,27670,TH,6:30 p.m.-9:30 p.m.,UTA 1.504,Face-to-face,"SMITH, A ARRO",open,,
INF  385T ACCESSIBLE USER EXPERIENCE         ,27710,TH,6:30 p.m.-9:30 p.m.,UTA 1.208,Face-to-face,"SULLIVAN, GEORGETTE M",open; reserved,,
